Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Utilities,Package Manager GUI,UniGetUI,unigetui,ARCInstallunigetui,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching UniGetUI,Default inferred detection for desktop app,Winget + Chocolatey,Devolutions.UniGetUI,wingetui,https://devolutions.net/unigetui/,TRUE,"GUI for managing packages from Winget, Chocolatey, Scoop, and other sources; useful for software management.","GUI for managing packages from Winget, Chocolatey, Scoop, and other sources; useful for software management."
Utilities,Windows UI Enhancement,Windows Auto Dark Mode,auto-dark-mode,ARCInstallauto-dark-mode,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Windows Auto Dark Mode,Default inferred detection for desktop app,Winget + Chocolatey,ArminOsaj.AutoDarkMode,auto-dark-mode,https://github.com/AutoDarkMode/Windows-Auto-Night-Mode,TRUE,Automatically switches Windows between light and dark mode based on schedule or conditions.,Automatically switches Windows between light and dark mode based on schedule or conditions.
Utilities,Text Expansion,Espanso,espanso,ARCInstallespanso,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Espanso,Default inferred detection for desktop app,Winget + Chocolatey,Espanso.Espanso,espanso,https://espanso.org/,TRUE,"Text expander for snippets, templates, and repeated phrases; useful for productivity and support workflows.","Text expander for snippets, templates, and repeated phrases; useful for productivity and support workflows."
Utilities,Windows UI Enhancement,Open Shell (Start Menu),open-shell,ARCInstallopen-shell,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Open Shell (Start Menu),Default inferred detection for desktop app,Winget + Chocolatey,Open-Shell.Open-Shell-Menu,open-shell,https://github.com/Open-Shell/Open-Shell-Menu,TRUE,Classic-style Start Menu replacement; useful for users who prefer older Windows navigation behavior.,Classic-style Start Menu replacement; useful for users who prefer older Windows navigation behavior.
Utilities,Desktop Customization,Rainmeter,rainmeter,ARCInstallrainmeter,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Rainmeter,Default inferred detection for desktop app,Winget + Chocolatey,Rainmeter.Rainmeter,rainmeter,https://www.rainmeter.net/,TRUE,Desktop widget/customization platform; useful for battlestation dashboards and visual system info.,Desktop widget/customization platform; useful for battlestation dashboards and visual system info.
Utilities,Process Control,SuperF4,superf4,ARCInstallsuperf4,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching SuperF4,Default inferred detection for desktop app,Winget + Chocolatey,StefanSundin.Superf4,superf4,https://stefansundin.github.io/superf4/,TRUE,Force-closes stubborn windows/processes; useful when normal app closing fails.,Force-closes stubborn windows/processes; useful when normal app closing fails.
Utilities,Display Control,Twinkle Tray,twinkle-tray,ARCInstalltwinkle-tray,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Twinkle Tray,Default inferred detection for desktop app,Winget + Chocolatey,xanderfrangos.twinkletray,twinkle-tray,https://twinkletray.com/,TRUE,Controls external monitor brightness from Windows; useful for multi-monitor battlestations.,Controls external monitor brightness from Windows; useful for multi-monitor battlestations.
Utilities,Windows Customization,Windhawk,windhawk,ARCInstallwindhawk,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Windhawk,Default inferred detection for desktop app,Winget + Chocolatey,RamenSoftware.Windhawk,windhawk,https://windhawk.net,TRUE,Windows customization/modding framework; useful for UI tweaks but should be optional/niche.,Windows customization/modding framework; useful for UI tweaks but should be optional/niche.
Utilities,Windows UI Enhancement,WinPaletter,winpaletter,ARCInstallwinpaletter,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching WinPaletter,Default inferred detection for desktop app,Winget + Chocolatey,Abdelrhman-AK.WinPaletter,WinPaletter,https://github.com/Abdelrhman-AK/WinPaletter,TRUE,Windows color and appearance customization tool; cosmetic/personalization utility.,Windows color and appearance customization tool; cosmetic/personalization utility.
Utilities,Automation / Scripting,AutoHotkey,autohotkey,ARCInstallautohotkey,No,Yes,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching AutoHotkey,Default inferred detection for desktop app,Winget + Chocolatey,AutoHotkey.AutoHotkey,autohotkey,https://www.autohotkey.com/,TRUE,Windows automation and hotkey scripting tool; useful for productivity macros and custom workflows.,Windows automation and hotkey scripting tool; useful for productivity macros and custom workflows.
Utilities,Automation / Input Tool,BlurAutoClicker,blur-autoclicker,ARCInstallblur-autoclicker,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching BlurAutoClicker,Default inferred detection for desktop app,Winget only,Blur009.BlurAutoClicker,N/A,https://blur009.vercel.app/projects/blur-autoclicker/,TRUE,Auto-clicking utility; niche tool for repetitive input tasks.,Auto-clicking utility; niche tool for repetitive input tasks.
Utilities,System Cleanup / Maintenance,Glary Utilities,glary-utilities,ARCInstallglary-utilities,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Glary Utilities,Default inferred detection for desktop app,Winget + Chocolatey,Glarysoft.GlaryUtilities,glaryutilities-free,https://www.glarysoft.com/glary-utilities/,FALSE,General system cleanup and maintenance suite; useful but should be optional due to overlap with built-in tools.,General system cleanup and maintenance suite; useful but should be optional due to overlap with built-in tools.
Utilities,Windows UI Cleanup,OFGB (Oh Frick Go Back),ofgb,ARCInstallofgb,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching OFGB (Oh Frick Go Back),Default inferred detection for desktop app,Winget + Chocolatey,xM4ddy.OFGB,ofgb,https://github.com/xM4ddy/OFGB,TRUE,Utility for disabling certain Windows promotional/advertising elements; optional Windows cleanup tool.,Utility for disabling certain Windows promotional/advertising elements; optional Windows cleanup tool.
Utilities,Uninstaller / Cleanup,Revo Uninstaller,revo-uninstaller,ARCInstallrevo-uninstaller,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Revo Uninstaller,Default inferred detection for desktop app,Winget + Chocolatey,RevoUninstaller.RevoUninstaller,revo-uninstaller,https://www.revouninstaller.com/,FALSE,Application uninstaller with leftover cleanup; useful for removing stubborn software.,Application uninstaller with leftover cleanup; useful for removing stubborn software.
Utilities,Window Management,WindowGrid,windowgrid,ARCInstallwindowgrid,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching WindowGrid,Default inferred detection for desktop app,Chocolatey only,N/A,windowgrid,http://windowgrid.net/,FALSE,Window positioning and snapping utility; useful for productivity and multi-monitor layouts.,Window positioning and snapping utility; useful for productivity and multi-monitor layouts.
Utilities,Keyboard / Mouse Sharing,Barrier,barrier,ARCInstallbarrier,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Barrier,Default inferred detection for desktop app,Winget + Chocolatey,DebaucheeOpenSourceGroup.Barrier,barrier,https://github.com/debauchee/barrier,TRUE,Software KVM for sharing keyboard and mouse across computers; useful for multi-system desks.,Software KVM for sharing keyboard and mouse across computers; useful for multi-system desks.
Utilities,Uninstaller / Cleanup,Bulk Crap Uninstaller,bulk-crap-uninstaller,ARCInstallbulk-crap-uninstaller,No,No,No,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Bulk Crap Uninstaller,Default inferred detection for desktop app,Winget + Chocolatey,Klocman.BulkCrapUninstaller,bulk-crap-uninstaller,https://www.bcuninstaller.com/,TRUE,Advanced bulk uninstaller for removing apps and leftovers; useful for cleanup and workstation rebuilds.,Advanced bulk uninstaller for removing apps and leftovers; useful for cleanup and workstation rebuilds.
Utilities,Disk Space Optimization,Compact GUI,compact-gui,ARCInstallcompact-gui,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Compact GUI,Default inferred detection for desktop app,Winget + Chocolatey,IridiumIO.CompactGUI,compactgui,https://github.com/IridiumIO/CompactGUI,TRUE,GUI for Windows CompactOS/app compression; useful for saving disk space on limited-storage systems.,GUI for Windows CompactOS/app compression; useful for saving disk space on limited-storage systems.
Utilities,Context Menu Customization,EasyContext Menu,easy-context-menu,ARCInstalleasy-context-menu,No,No,No,No,No,Yes,Optional,Registry / Shell Extension,Installed Programs registry; shell extension registration,Inferred from shell extension/tooling,Winget + Chocolatey,sordum.EasyContextMenu,ecm,https://www.sordum.org/7615/easy-context-menu-v1-6/,FALSE,Adds/removes Windows context menu options; useful for power-user workflow customization.,Adds/removes Windows context menu options; useful for power-user workflow customization.
Utilities,App Launcher / Search,Flow Launcher,flow-launcher,ARCInstallflow-launcher,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Flow Launcher,Default inferred detection for desktop app,Winget + Chocolatey,Flow-Launcher.Flow-Launcher,flow-launcher,https://www.flowlauncher.com/,TRUE,"Keyboard-driven launcher for apps, files, commands, and plugins; useful productivity enhancement.","Keyboard-driven launcher for apps, files, commands, and plugins; useful productivity enhancement."
Utilities,Window Manager,GlazeWM,glazewm,ARCInstallglazewm,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching GlazeWM,Default inferred detection for desktop app,Winget + Chocolatey,glzr-io.glazewm,glazewm,https://github.com/glzr-io/glazewm,TRUE,Tiling window manager for Windows; useful for keyboard-driven productivity setups.,Tiling window manager for Windows; useful for keyboard-driven productivity setups.
Utilities,Desktop Customization,Lively Wallpaper,lively-wallpaper,ARCInstalllively-wallpaper,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Lively Wallpaper,Default inferred detection for desktop app,Winget + Chocolatey,rocksdanister.LivelyWallpaper,lively,https://www.rocksdanister.com/lively/,TRUE,Animated/live wallpaper utility; cosmetic battlestation customization.,Animated/live wallpaper utility; cosmetic battlestation customization.
Utilities,Windows Browser Redirect,MSEDgeRedirect,ms-edge-redirect,ARCInstallms-edge-redirect,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching MSEDgeRedirect,Default inferred detection for desktop app,Winget + Chocolatey,rcmaehl.MSEdgeRedirect,msedgeredirect,https://github.com/rcmaehl/MSEdgeRedirect,TRUE,Redirects Microsoft Edge-specific links to the user’s preferred browser; optional Windows behavior tweak.,Redirects Microsoft Edge-specific links to the user’s preferred browser; optional Windows behavior tweak.
Utilities,Automation / Input Tool,OPAutoClicker,op-autoclicker,ARCInstallop-autoclicker,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching OPAutoClicker,Default inferred detection for desktop app,Winget + Chocolatey,OPAutoClicker.OPAutoClicker,autoclicker,https://www.opautoclicker.com,FALSE,Auto-clicking utility for repetitive clicking tasks; niche and optional.,Auto-clicking utility for repetitive clicking tasks; niche and optional.
